no,shop,name,rating,date,review_text,cleaned_review
139,Kao Beauty & Personal Care,K***.,2,2022-01-19,ของรอนานมากเลยนะคะซื้อไปก็ลืมไปแล้วถ้ารีบใช้ไปที่อื่น,ของรอนานมากเลยนะคะซื้อไปก็ลืมไปแล้วถ้ารีบใช้ไปที่อื่น
140,Kao Beauty & Personal Care,M***h,2,2020-11-19,สินค้าครบถ้วน แต่ไม่ได้เอาบับเบิ้ลห่อสินค้าให้ดี ทำแค่วางของใส่กล่องแล้ววางบับเบิ้ลบนสินค้ามาชั้น งง ทำเพื่ออะไร ขนส่งก็ช้า ช้ามากกกกๆๆ,สินค้าครบถ้วนแต่ไม่ได้เอาห่อสินค้าให้ดีทำแค่วางของใส่กล่องแล้ววางสินค้ามาชั้นงงทำเพื่ออะไรขนส่งก็ช้าช้ามาก
141,Kao Beauty & Personal Care,0***1,2,2022-11-02,สินค้าดีคะแต่ปลอมเยอะ ต้องซื้อกับบริษัท แต่การจัดส่งภายในบริษัท ล่าช้ามากๆๆ ควรปรับปรุงคะ,สินค้าดีคะแต่ปลอมเยอะต้องซื้อกับบริษัทแต่การจัดส่งภายในบริษัทล่าช้ามากควรปรับปรุงคะ
142,Kao Beauty & Personal Care,Kanjana J.,2,2018-11-24,กลิ่นแอลกอฮอล์แรงมากค่ะ ใช้แล้วแพ้ สิวขึ้น,กลิ่นแอลกอฮอล์แรงมากค่ะใช้แล้วแพ้สิวขึ้น
143,Kao Beauty & Personal Care,Salaya J.,2,2018-11-05,ไม่ค่อยซึมค่ะ เหนียว,ไม่ค่อยซึมค่ะเหนียว
144,Kao Beauty & Personal Care,�***�,3,2022-11-01,เป็นประสบการณ์ที่ไม่ค่อยดีถึงไม่ดีมากๆเลยค่ะ ที่ครั้งนี้สั่งครีมกันแดดกับแชมพูและครีมนวดไป แต่ส่งน้ำยาเช็ดกระจกมาให้ แล้วพอติดต่อไปก็ได้แต่บอกว่ารับเรื่องร้องเรียนแล้ว จะติดต่อกลับในวัน แต่ตอนนี้ยังไม่ได้รับการติดต่อเลยค่ะ แถมพอทวงถามความคืบหน้าไปก็ได้แต่จะตรวจสอบให้ ไม่อยากรีวิวแบบนี้เลยค่ะ ครั้งก่อนๆที่สั่งสินค้าก็ไม่เคยมีปัญหาใดๆ แต่นี่คือสุดจริงๆ  ล่าสุดมีการแก้ไขจากทางร้านค้าคือมีการติดต่อให้ขนส่งมารับสินค้าที่ผิดพลาดกลับไป และทำการส่งสินค้าที่ถูกต้องให้มาเรียบร้อยแล้วค่ะ,เป็นประสบการณ์ที่ไม่ค่อยดีถึงไม่ดีมากเลยค่ะที่ครั้งนี้สั่งครีมกันแดดกับแชมพูและครีมนวดไปแต่ส่งน้ำยาเช็ดกระจกมาให้แล้วพอติดต่อไปก็ได้แต่บอกว่ารับเรื่องร้องเรียนแล้วจะติดต่อกลับในวันแต่ตอนนี้ยังไม่ได้รับการติดต่อเลยค่ะแถมพอทวงถามความคืบหน้าไปก็ได้แต่จะตรวจสอบให้ไม่อยากรีวิวแบบนี้เลยค่ะครั้งก่อนที่สั่งสินค้าก็ไม่เคยมีปัญหาใดๆแต่นี่คือสุดจริงๆล่าสุดมีการแก้ไขจากทางร้านค้าคือมีการติดต่อให้ขนส่งมารับสินค้าที่ผิดพลาดกลับไปและทำการส่งสินค้าที่ถูกต้องให้มาเรียบร้อยแล้วค่ะ
145,Kao Beauty & Personal Care,ก***.,3,2023-06-04,ของส่งมาเร็ว แต่ไม่แน่ใจว่าจะเป็นของแท้ เพราะไม่ตรงกับที่ใช้อยู่มีข้อแตกต่าง ส่วนเนื้อสัมผัสเหลวกว่าไม่ค่อยค้น และกลิ่นไม่เหมือนกัน อาจเป็นเพราะมาจากแหล่งผลิตไม่เหมือนกัน ของที่ซื้อในไทย   แต่ชิ้นนี้เขียน,ของส่งมาเร็วแต่ไม่แน่ใจว่าจะเป็นของแท้เพราะไม่ตรงกับที่ใช้อยู่มีข้อแตกต่างส่วนเนื้อสัมผัสเหลวกว่าไม่ค่อยค้นและกลิ่นไม่เหมือนกันอาจเป็นเพราะมาจากแหล่งผลิตไม่เหมือนกันของที่ซื้อในไทยแต่ชิ้นนี้เขียน
146,Kao Beauty & Personal Care,รตนพร ร.,3,2018-11-16,ไม่ใช่ตัวที่เคยใช้  สั่งผิดึะ แต่ตะรองใช้ดูก่อนคะ ว่าดีหรือไม่คะ,ไม่ใช่ตัวที่เคยใช้สั่งผิแต่ตะรองใช้ดูก่อนคะว่าดีหรือไม่คะ
147,Kao Beauty & Personal Care,Chalita S.,3,2022-06-10,ของที่สั่งคุ้มค่าคุ้มราคามากกก แต่เราสั่งไปแล้วลืมเปลี่ยนที่อยู่ เลยเปลี่ยนทันทีหลังกดสั่ง แต่ร้านส่งของไปที่เดิม ดีที่จนทขนส่งบอกว่าเดี๋ยวส่งมาอีกที่ให้ เลยเสียค่าส่งเพิ่มไปอีก แถมรอเพิ่มอีกวัน,ของที่สั่งคุ้มค่าคุ้มราคามากแต่เราสั่งไปแล้วลืมเปลี่ยนที่อยู่เลยเปลี่ยนทันทีหลังกดสั่งแต่ร้านส่งของไปที่เดิมดีที่จนขนส่งบอกว่าเดี๋ยวส่งมาอีกที่ให้เลยเสียค่าส่งเพิ่มไปอีกแถมรอเพิ่มอีกวัน
148,Kao Beauty & Personal Care,Prathumwan S.,3,2023-03-29,พัสดุยับเยินมาก,พัสดุยับเยินมาก
149,Kao Beauty & Personal Care,Y***.,4,2021-04-19,ชอบตรงเกลี่ยง่ายแห้งไวนี่แหละค่ะ,ชอบตรงเกลี่ยง่ายแห้งไวนี่แหละค่ะ
150,Kao Beauty & Personal Care,Intira S.,4,2021-03-29,ร้านให้ของแถมมาเยอะมาก แต่ขอหัก  ดาวเพราะเป็นของที่ผลิตมาแล้ว  ปีค่ะ ซื้อตอนมีโปรก็จริง แต่ก็ยังอยากได้ของใหม่อยู่ดีค่า,ร้านให้ของแถมมาเยอะมากแต่ขอหักดาวเพราะเป็นของที่ผลิตมาแล้วปีค่ะซื้อตอนมีโปรก็จริงแต่ก็ยังอยากได้ของใหม่อยู่ดีค่า
151,Kao Beauty & Personal Care,Slm I.,4,2023-01-20,คุณภาพดี,คุณภาพดี
152,Kao Beauty & Personal Care,เปรียว ป.,4,2023-03-19,จีดส่งช้า,จีส่งช้า
153,Kao Beauty & Personal Care,กฤตชัย ย.,4,2018-09-12,สินค้าใช้ได้ดี มีกลิ่นหอมอ่อนๆ แต่ราคาไม่ได้ต่างจากซื้อในโลตัส,สินค้าใช้ได้ดีมีกลิ่นหอมอ่อนแต่ราคาไม่ได้ต่างจากซื้อในโลตัส
154,Kao Beauty & Personal Care,Waraporn,4,2018-09-23,เนื้อกันแดดซึมไวไม่เเหนอะหน้า แพ็คดีส่งสินค้าไวค่ะ,เนื้อกันแดดซึมไวไม่เหนอะหน้าแพ็คดีส่งสินค้าไวค่ะ
155,Kao Beauty & Personal Care,ก***.,4,2022-01-20,สินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมาก  สินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมาก  สินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมาก,สินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมากสินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมากสินค้าไม่ได้รับความเสียหายได้ตรงตามปกค่ะราคาไม่แพงมาก
156,Kao Beauty & Personal Care,วิภาภรณ์ พ.,4,2020-02-27,สินค้าเก่าไปหน่อยค่ะ,สินค้าเก่าไปหน่อยค่ะ
157,Kao Beauty & Personal Care,ธเนศ ส.,4,2021-02-04,ถูกต้องตรงตามปก แต่ของที่ได้มาผลิตตั้งแต่ต้นปีที่แล้ว,ถูกต้องตรงตามปกแต่ของที่ได้มาผลิตตั้งแต่ต้นปีที่แล้ว
158,Kao Beauty & Personal Care,สุนิสา ต.,4,2022-06-12,ปกติจะผลิตที่ญี่ปุ่น งวดนี้ผลิตเวียดนาม จะลิงใช้ดู,ปกติจะผลิตที่ญี่ปุ่นงวดนี้ผลิตเวียดนามจะลิงใช้ดู
159,Kao Beauty & Personal Care,S***.,4,2021-05-07,บิโอเรครีมกันแดดแบบเจล ขนาด  มล สินค้าคุณภาพดี ราคาคุ้มค่า เสียแต่วันผลิตเก่าไปนิดตั้งแต่ จัดส่งเร็วดี,บิโอเรครีมกันแดดแบบเจลขนาดมลสินค้าคุณภาพดีราคาคุ้มค่าเสียแต่วันผลิตเก่าไปนิดตั้งแต่จัดส่งเร็วดี
160,Kao Beauty & Personal Care,Pimpha C.,4,2023-09-26,กลิ่นแรงกว่า  ขวด ที่เคยใช้ก่อนหน้า แล้วเนื้อครีมก็หนืดกว่าปกติเพราะขวดก่อนๆจะมีความเป็นน้ำมากกว่าเนื้อครีมหนืดๆแบบนี้  ขวดแรกซื้อจากช้อปไทย ขวดที่  ซื้อที่ไต้หวัน เลยไม่ค่อยมั่นใจว่าของแท้รึเปล่า,กลิ่นแรงกว่าขวดที่เคยใช้ก่อนหน้าแล้วเนื้อครีมก็หนืดกว่าปกติเพราะขวดก่อนจะมีความเป็นน้ำมากกว่าเนื้อครีมหนืดแบบนี้ขวดแรกซื้อจากไทยขวดที่ซื้อที่ไต้หวันเลยไม่ค่อยมั่นใจว่าของแท้รึเปล่า
161,Kao Beauty & Personal Care,Apichit S.,4,2023-07-21,ได้รับสินค้าตรงเวลา แพ๊คสินค้าดี สั่งร้านนี้ครั้งที่แล้วคุณภาพสินค้าดีเพราะชื่อผ่านร้านเจ้าของโดยตรง แถวได้ส่วนลดของร้านและของ  เพิ่มอีก โดยรวมคุ้มค่ากับราคา,ได้รับสินค้าตรงเวลาสินค้าดีสั่งร้านนี้ครั้งที่แล้วคุณภาพสินค้าดีเพราะชื่อผ่านร้านเจ้าของโดยตรงแถวได้ส่วนลดของร้านและของเพิ่มอีกโดยรวมคุ้มค่ากับราคา
162,Kao Beauty & Personal Care,จ***.,4,2023-11-24,นใำนฝำนฝพนฝกนฝดสฝดนฝะัตงพนฝะนฝพนพนใำนใพนฝำนวำนฝดรใดรใด่มดรมำรมำรใพรใพนใพนฝพนฝพนฝพนฝดนใพน,ใด
163,Kao Beauty & Personal Care,ฐ***.,4,2023-02-24,จัดส่งรวดเร็วรอไม่นาน ครีมกันแดดเนื้อเจล ใช้ครั้งแรก เนื้อเหมือนกะทิเลย ยังไม่เคยใช้ ลองทดสอบดูก่อนนะครับ,จัดส่งรวดเร็วรอไม่นานครีมกันแดดเนื้อเจลใช้ครั้งแรกเนื้อเหมือนกะทิเลยยังไม่เคยใช้ลองทดสอบดูก่อนนะครับ
164,Kao Beauty & Personal Care,A***.,4,2022-03-14,สินค้าดี ราคาไม่แพง  จัดส่งสินค้าค่อนข้างช้า สั่งซื้อสินค้า ไป ช่วงก่อนเที่นง วันที่  ได้รับสินค้า วันที่  ช่วงก่อนเที่ยง,สินค้าดีราคาไม่แพงจัดส่งสินค้าค่อนข้างช้าสั่งซื้อสินค้าไปช่วงก่อนเทวันที่ได้รับสินค้าวันที่ช่วงก่อนเที่ยง
165,Kao Beauty & Personal Care,แสงรุ้ง น.,4,2024-02-13,ผลิตที่เวียดนาม ไม่รู้จะใช้ดีไหม,ผลิตที่เวียดนามไม่รู้จะใช้ดีไหม
166,Kao Beauty & Personal Care,0***9,4,2021-07-09,เรียบร้อยดี ขนส่งไม่นาน ได้สินค้าครบ,เรียบร้อยดีขนส่งไม่นานได้สินค้าครบ
167,Kao Beauty & Personal Care,J***J,4,2022-10-20,จัดส่งไม่ไว ไม่ช้า แต่คนส่งมาโดยไม่โทรแจ้ง แพ็คสินค้าดีไม่มีบุบสลาย ของเพิ่งผลิตใหม่ปีนี้,จัดส่งไม่ไวไม่ช้าแต่คนส่งมาโดยไม่โทรแจ้งแพ็คสินค้าดีไม่มีบุบสลายของเพิ่งผลิตใหม่ปีนี้
168,Kao Beauty & Personal Care,S***.,4,2023-05-08,คุณภาพปกติดีแพ็คมาค่อนข้างจะไม่เรียบร้อยเท่าไหร่อาจเกิดจากการขนส่งอยากให้แพ๊คมาให้ดีกว่านี้,คุณภาพปกติดีแพ็คมาค่อนข้างจะไม่เรียบร้อยเท่าไหร่อาจเกิดจากการขนส่งอยากให้มาให้ดีกว่านี้
169,Kao Beauty & Personal Care,ส***.,4,2020-09-20,ราคาดีส่งเร็ว,ราคาดีส่งเร็ว
170,Kao Beauty & Personal Care,b***s,4,2022-01-29,ก็ไม่บอกไรมาก แค่ว่า ของหมดอายุแล้วแต่พึ่งหมดได้เดือนถือว่ายังโอเค,ก็ไม่บอกไรมากแค่ว่าของหมดอายุแล้วแต่พึ่งหมดได้เดือนถือว่ายังโอเค
171,Kao Beauty & Personal Care,ธนากร บ.,4,2018-12-14,ซึมผิวไวมาก คุณภาพน่าจะดี,ซึมผิวไวมากคุณภาพน่าจะดี
172,Kao Beauty & Personal Care,ศ***.,4,2022-04-18,รอนานมากค่ะ  กว่าวันได้ ร้านมีเมสเสจแจ้งว่าของไม่พออยู่ระหว่างนำเข้า   พึ่งของใช้ทำไมเหมือนแพ้ หน้าแห้งงง แสบหน้า  ปกติใช้ สูตร   ไม่แพ้ สงสัยคงไม่ถูกกับสูตรนี้,รอนานมากค่ะกว่าวันได้ร้านมีเมเสแจ้งว่าของไม่พออยู่ระหว่างนำเข้าพึ่งของใช้ทำไมเหมือนแพ้หน้าแห้งแสบหน้าปกติใช้สูตรไม่แพ้สงสัยคงไม่ถูกกับสูตรนี้
173,Kao Beauty & Personal Care,W***d,4,2021-10-04,สินค้าที่ส่งมามีสภาพเรียบร้อยดี ราคาช่วงโปรโมชั่นของลาซาด้า ก็คุ้มค่า,สินค้าที่ส่งมามีสภาพเรียบร้อยดีราคาช่วงโปรโมชั่นของลาซาก็คุ้มค่า
174,Kao Beauty & Personal Care,ส***.,4,2023-03-04,จัดส่งไวมาก  วันถึง  ทันได้กันแดด ราคาถูกมาก ซื้อตุนไว้ก่อน  อ่านรีวิวมาว่าร้านนี้เป็น   เลยไว้ใจ  ส่วนคุณภาพไว้ว่ากัน ยังไม่เคยใช้ยี่ห้อนี้,จัดส่งไวมากวันถึงทันได้กันแดดราคาถูกมากซื้อตุนไว้ก่อนอ่านรีวิวมาว่าร้านนี้เป็นเลยไว้ใจส่วนคุณภาพไว้ว่ากันยังไม่เคยใช้ยี่ห้อนี้
175,Kao Beauty & Personal Care,น.ส.อรยา พ.,4,2021-12-08,เร็วมากค่ะ ชอบ นึกว่าของจะส่งช้าแต่ไม่เลยค่ะ มาทันขวดเก่าที่ใกล้จะหมดด้วย เร็วมากจริงๆ จะมาอุดหนุนเรื่อยๆนะคะ,เร็วมากค่ะชอบนึกว่าของจะส่งช้าแต่ไม่เลยค่ะมาทันขวดเก่าที่ใกล้จะหมดด้วยเร็วมากจริงๆจะมาอุดหนุนเรื่อยๆนะคะ
176,Kao Beauty & Personal Care,Ponlasit,4,2022-09-12,ดีครับ,ดีครับ
177,Kao Beauty & Personal Care,M***.,4,2019-01-04,ส่งเร็ว ราคาถูกกว่าร้านตามห้างนิดหน่อย,ส่งเร็วราคาถูกกว่าร้านตามห้างนิดหน่อย
178,Kao Beauty & Personal Care,ว***า,4,2022-03-27,ส่งของช้ามาก ใข้เวลาประมาณวันได้กว่าจะได้ของ ของที่ได้ถือว่าผลิตค่อนข้างนานแล้วแต่ก็โอเคเพราะซื้อมาราคาถูกกว่าที่อื่น,ส่งของช้ามากเวลาประมาณวันได้กว่าจะได้ของของที่ได้ถือว่าผลิตค่อนข้างนานแล้วแต่ก็โอเคเพราะซื้อมาราคาถูกกว่าที่อื่น
179,Kao Beauty & Personal Care,เพียงตา ห.,4,2021-12-26,เคยใช้ยี่ห้ออยู่นี้แล้วค่ะ,เคยใช้ยี่ห้ออยู่นี้แล้วค่ะ
180,Kao Beauty & Personal Care,จ***.,4,2023-04-03,ดี,ดี
181,Kao Beauty & Personal Care,S***.,4,2023-07-29,สั่งออนไลน์ สะดวกดี แต่งง สติ๊กเกอร์นี่คืออะไร ก่อนส่ง แกะออกให้หน่อยก็น่าจะดูดีกว่านี้ โดยรวมดี,สั่งออนไลน์สะดวกดีแต่งงสติ๊กเกอร์นี่คืออะไรก่อนส่งแกะออกให้หน่อยก็น่าจะดูดีกว่านี้โดยรวมดี
182,Kao Beauty & Personal Care,อ***.,4,2021-07-24,สั่งวันที่ วันที่ก็ได้ของแล้ว เร็วดี ถูกด้วย แต่ถุงที่ห่อครีมกันแดดขาดไม่มีผลกับสินค้า มีของแถมให้ด้วยเป็นผ้าอนามัยแต่เป็นของเก่าปีแล้ว,สั่งวันที่วันที่ก็ได้ของแล้วเร็วดีถูกด้วยแต่ถุงที่ห่อครีมกันแดดขาดไม่มีผลกับสินค้ามีของแถมให้ด้วยเป็นผ้าอนามัยแต่เป็นของเก่าปีแล้ว
183,Kao Beauty & Personal Care,น***น,4,2023-07-09,ถือว่าดีกว่าแบรนด์อื่นๆนะซึมไวดี แต่เราเคยซื่อของบีโอเรนี่แหละ คล้ายๆกันแต่เป็นรุ่นที่แพงกว่ามันดีกว่า ความเนอัหนะมันน้อยกว่าทาแล้วเป็นธรรมชาติมากกว่า,ถือว่าดีกว่าแบรนด์อื่นๆนะซึมไวดีแต่เราเคยซื่อของบีโอเรนี่แหละคล้ายๆกันแต่เป็นรุ่นที่แพงกว่ามันดีกว่าความนะมันน้อยกว่าทาแล้วเป็นธรรมชาติมากกว่า
184,Kao Beauty & Personal Care,A***.,4,2020-09-13,แพคสินค้าไม่มีกันกระแทก น่าจะใส่ให้ด้วย,แพสินค้าไม่มีกันกระแทกน่าจะใส่ให้ด้วย
185,Kao Beauty & Personal Care,*******183,4,2022-03-12,เคยใช้แบบซองแล้วติดใจ เลยตัดสินใจซื้อแบบขวด ขวด,เคยใช้แบบซองแล้วติดใจเลยตัดสินใจซื้อแบบขวดขวด
186,Kao Beauty & Personal Care,K***t,4,2022-12-19,ราคาถูกดี หักดาวเพราพส้งช้า,ราคาถูกดีหักดาวเพราช้า
187,Kao Beauty & Personal Care,ส***.,4,2022-08-16,สินค้าขนส่งไว แพคสินค้าเรียบร้อยดี ราคาของทางร้านดีกว่าซื้อในร้าน บิวตี้ชอปทั่วไป  สินค้าหมดน่าจะซื้อจากร้านเดิมอีก สะดวกดีค่ะ,สินค้าขนส่งไวแพสินค้าเรียบร้อยดีราคาของทางร้านดีกว่าซื้อในร้านบิทั่วไปสินค้าหมดน่าจะซื้อจากร้านเดิมอีกสะดวกดีค่ะ
188,Kao Beauty & Personal Care,ส***.,4,2022-09-17,ได้รับสินค้าเรียบร้อยใช้เวลาจัดส่งไม่นานมาก ร้านค้าแพ็คสินค้ามาดี ต้องทดลองใช้ก่อนยังไม่รู้ว่าเป็นยังไง,ได้รับสินค้าเรียบร้อยใช้เวลาจัดส่งไม่นานมากร้านค้าแพ็คสินค้ามาดีต้องทดลองใช้ก่อนยังไม่รู้ว่าเป็นยังไง
189,Kao Beauty & Personal Care,.***.,4,2023-04-17,สินค้าใช้ดี ใช้ขวดที่แล้ว,สินค้าใช้ดีใช้ขวดที่แล้ว
190,Kao Beauty & Personal Care,ธีรพล อ.,4,2020-09-09,ไม่เหนอะกำลังต้องการพอดี,ไม่เหนอะกำลังต้องการพอดี
191,Kao Beauty & Personal Care,Jantana C.,5,2018-12-16,ใช้ดีค่ะ,ใช้ดีค่ะ
192,Kao Beauty & Personal Care,Mamie M.,5,2023-01-28,ส่งไว ใช้ดี ซื้อตอนแฟลชเซลล์ราคาดีงามค่ะ,ส่งไวใช้ดีซื้อตอนแฟลชเซลล์ราคาดีงามค่ะ
193,Kao Beauty & Personal Care,ธนาภรณ์วรกิจโภคาทร,1,2024-08-10,ของแถมบอกได้เป็นโฟมล้างหน้า แต่ส่งมาเป็นสเปรย์แอลกอฮอร์ ผิดหวัง,ของแถมบอกได้เป็นโฟมล้างหน้าแต่ส่งมาเป็นสเปรย์แอลกอผิดหวัง
194,Kao Beauty & Personal Care,S***.,1,2023-06-03,แพคสินค้ามาแย่มาก ของกระจายกระแทกไปมาจนมีของเหลวซึมออกจากซอง ซองนึงเหลือผลิตภัณฑ์แค่ครึ่งเดียว และไหลเปื้อนแพคเกจของสินค้าอื่น แย่มากกกกกกกป,แพสินค้ามาแย่มากของกระจายกระแทกไปมาจนมีของเหลวซึมออกจากซองซองนึงเหลือผลิตภัณฑ์แค่ครึ่งเดียวและไหลเปื้อนแพคเกจของสินค้าอื่นแย่มาก
195,Kao Beauty & Personal Care,สุนทรี,1,2023-04-11,คุณภาพของปลอม เนื้อครีมเหนียวเหนอะหนะมากไม่เคยเจอแบบนี้,คุณภาพของปลอมเนื้อครีมเหนียวเหนอะหนะมากไม่เคยเจอแบบนี้
196,Kao Beauty & Personal Care,ธ***.,2,2023-06-13,แนะนำให้เลิกใช้แฟลชในการขนส่งค่ะ วันแรกกดรับเองรอรวมมาส่งกับของอีกวัน พอมาอีกวันไม่โทรหา ไม่กดกริ่ง เอาของวางไว้ที่พื้นหน้ารั้ว แล้วบอกว่าเราสั่งให้วางๆ ทั้งๆที่ไม่เคยบอกให้วาง แย่มากค่ะ,แนะนำให้เลิกใช้แฟลชในการขนส่งค่ะวันแรกกดรับเองรอรวมมาส่งกับของอีกวันพอมาอีกวันไม่โทรหาไม่กดกริ่งเอาของวางไว้ที่พื้นหน้ารั้วแล้วบอกว่าเราสั่งให้วางทั้งๆที่ไม่เคยบอกให้วางแย่มากค่ะ
197,Kao Beauty & Personal Care,ล***.,3,2023-06-11,เพิ่งซื้อครั้งแรก ขอลองใช้ก่อน,เพิ่งซื้อครั้งแรกขอลองใช้ก่อน
198,Kao Beauty & Personal Care,ป***.,3,2019-04-09,คุณภาพสินค้าดี แต่เสียที่การขนส่งค่ะ                                  สั่งสินค้าตั้งแต่วันที่ แต่จัดส่งให้วันที่  ของมาถึงวันที่,คุณภาพสินค้าดีแต่เสียที่การขนส่งค่ะสั่งสินค้าตั้งแต่วันที่แต่จัดส่งให้วันที่ของมาถึงวันที่
199,Kao Beauty & Personal Care,อภิชิต ส.,3,2024-03-28,ประสิทธิภาพ ยังจะให้ให้เราได้นะน้องไปแล้วว่าเราเป้นจั้งได๋สบายดียายกุลเป้นไงบ้างงแล้วจะไปขายของ,ประสิทธิภาพยังจะให้ให้เราได้นะน้องไปแล้วว่าเราเป้จั้งสบายดียายกุลเป้ไงบ้างงแล้วจะไปขายของ
200,Kao Beauty & Personal Care,w***.,4,2023-06-28,ไม่มีการห่อบับเบิ้มใดๆ ถ้าขนส่งทำชำรุดรุนแรงสินค้าก็คงเสียหายด้วยแน่ๆ ถ้าหากร้านค้าห่อให้สักนิดนึงคงรู้สึกประทับใจมากกว่านี้,ไม่มีการห่อเบิ้มใดๆถ้าขนส่งทำชำรุดรุนแรงสินค้าก็คงเสียหายด้วยแน่ๆถ้าหากร้านค้าห่อให้สักนิดนึงคงรู้สึกประทับใจมากกว่านี้
201,Kao Beauty & Personal Care,โสภณ แ.,4,2019-04-19,สินค้าดี แค่ไม่มีใบเสร็จรับเงินมาคู่กันสินค้า ส่วนใหญ่ บที่ขายทางการและใหญ่ ไม่ใช่ร้านค้าทั่วไปร้านค้าทั่วไปบางร้านมีแนบให้ด้วย จะแนบใบเสร็จที่ชำระค่าสินค้าแล้วให้ลูกค้ามาพร้อมสินค้าเสมอ,สินค้าดีแค่ไม่มีใบเสร็จรับเงินมาคู่กันสินค้าส่วนใหญ่ที่ขายทางการและใหญ่ไม่ใช่ร้านค้าทั่วไปร้านค้าทั่วไปบางร้านมีแนบให้ด้วยจะแนบใบเสร็จที่ชำระค่าสินค้าแล้วให้ลูกค้ามาพร้อมสินค้าเสมอ
202,Kao Beauty & Personal Care,0***0,4,2024-03-03,เหมาะสำหรับทุกสภาพผิว ช่วยปกป้องจากแสงแดดสูง เหมาะสำหรับทุกสภาพผิว ไม่ทำให้รูขุมขนอุดตัน,เหมาะสำหรับทุกสภาพผิวช่วยปกป้องจากแสงแดดสูงเหมาะสำหรับทุกสภาพผิวไม่ทำให้รูขุมขนอุดตัน
203,Kao Beauty & Personal Care,P***a,4,2023-06-21,ส่งช้า แต่โปรคุ้มมาก,ส่งช้าแต่โปรคุ้มมาก
204,Kao Beauty & Personal Care,N***.,4,2023-10-11,เพิ่งผลิตเดือนเจ็ดปีนี้ได้รับสินค้าครบถ้วนสองอันไม่ได้มีของแถมในวันโปรโปรโมชั่น  ของใส่กล่องมาโดยรวมใช้งานได้แพ็คเก็จใหม่,เพิ่งผลิตเดือนเจ็ดปีนี้ได้รับสินค้าครบถ้วนสองอันไม่ได้มีของแถมในวันโปรโปรโมชั่นของใส่กล่องมาโดยรวมใช้งานได้แพ็คเก็จใหม่
205,Kao Beauty & Personal Care,A***.,4,2023-08-02,ใช้ดีใช้มาหลายชิ้นแล้วราคาถูกมากรีบซื้อตุนไว้แต่ใช้นานกว่าจะหมดหลอดแต่ของดีจริงๆ,ใช้ดีใช้มาหลายชิ้นแล้วราคาถูกมากรีบซื้อตุนไว้แต่ใช้นานกว่าจะหมดหลอดแต่ของดีจริงๆ
206,Kao Beauty & Personal Care,น***.,4,2023-04-09,คุณภาพใช้สินค้าเป็นประจำ,คุณภาพใช้สินค้าเป็นประจำ
207,Kao Beauty & Personal Care,****9,4,2024-05-26,ร้านส่งของไวอพ็คสินค้ามาดี แถมกันแดดแบบซองมาด้วยพึ่งรุ้เดียวนี้ครีมกันแบบผลิตที่เวียดนาม,ร้านส่งของไวสินค้ามาดีแถมกันแดดแบบซองมาด้วยพึ่งเดียวนี้ครีมกันแบบผลิตที่เวียดนาม
208,Kao Beauty & Personal Care,อริสรา ว.,4,2019-04-04,เนื้อเจลซึมเร็วดีค่ะ ทาซ้ำหลายๆครั้งก็ไม่รู้สึกเหนียวเหนอะหนะ กันแดดได้ดีทั้งผิวหน้าและผิวกายค่ะ,เนื้อเจลซึมเร็วดีค่ะทาซ้ำหลายครั้งก็ไม่รู้สึกเหนียวเหนอะหนะกันแดดได้ดีทั้งผิวหน้าและผิวกายค่ะ
209,Kao Beauty & Personal Care,Phaqwuan,4,2024-02-07,ส่งช้าไปนิดแต่สินค้าแพ็คดี,ส่งช้าไปนิดแต่สินค้าแพ็คดี
210,Kao Beauty & Personal Care,T***.,4,2023-09-07,สินค้าคุณภาพเคยใช้งาน กล่องส่งมาแบบปรกติ ส่งของได้ไว สั่งเมื่อวาน อีกวันหนึ่งมาส่ง โทรติดต่อก่อนมาส่ง ไม่เหมือนอีกขนส่งที่โทรมาแบบไม่ให้รับแล้วมาส่งเลย คล,สินค้าคุณภาพเคยใช้งานกล่องส่งมาแบบปรกติส่งของได้ไวสั่งเมื่อวานอีกวันหนึ่งมาส่งโทรติดต่อก่อนมาส่งไม่เหมือนอีกขนส่งที่โทรมาแบบไม่ให้รับแล้วมาส่งเลยคล
211,Kao Beauty & Personal Care,K***k,4,2024-03-26,คุณภาพสินค้าโดยรวมถือว่าราคา ช่วงโปรโมชั่น ถือว่าถูกมาก ใช้ประจำ รอการขนส่งสินค้า ไม่นาน,คุณภาพสินค้าโดยรวมถือว่าราคาช่วงโปรโมชั่นถือว่าถูกมากใช้ประจำรอการขนส่งสินค้าไม่นาน
